Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr
Ziyu Liu,China,24,Preliminary Round,Bartók,Sonata Sz. 80,Preliminary,16th
Hans-Christian Wille,West Germany,27,Preliminary Phase 2,Bartók,SonataSz.80,6th,7th
Kathryn Selby,Australia,22,Preliminary Phase 2,Bartók,SonataSz.80,Semifinal,7th
Kathryn Selby,Australia,22,Finals,Bartók,Piano Concerto no.3,Semifinal,7th
Paul Maillet,United States,27,Preliminary Phase 2,Bartók,SonataSz.80,Preliminary,7th
Hung-Kuan Chen,United States,27,Recital Program,Bartók,Etude op.18 no.3,Semifinal,7th
David Buechner,United States,25,Preliminary Phase 2,Bartók,SonataSz.80,Preliminary,7th
Jean-Efflam Bavouzet,France,28,Finals Concerti,Bartók,Piano Concerto No.2,Semifinal,8th
David Buechner,United States,29,Preliminary Phase 1,Bartók,Etude Op.18 No.1,Preliminary,8th
David Buechner,United States,29,Finals Concerti,Bartók,Piano Concerto No.2,Preliminary,8th
Konstanze Eickhorst,West Germany,27,Preliminary Phase 2,Bartók,Improvisations on Hungarian Peasant Songs,Preliminary,8th
Rita Kinka,Yugoslavia,27,Semifinals Recital,Bartók,Suite Op.14,Preliminary,8th
Wolfgang Manz,West Germany,28,Preliminary Phase 2,Bartók,SonataSz.80,Preliminary,8th
Predrag Muzijevic,Yugoslavia,25,Preliminary Phase 2,Bartók,Out of Doors,Preliminary,8th
HaeSun Paik,Korea,27,Semifinal Recital,Bartók,SonataSz.80,Preliminary,9th
Shirley Hsiao-Ni Pan,Canada,26,Preliminary,Bartók,SonataSz.80,Semifinal,9th
Martin Malmgren,Sweden,29,Preliminary,Bartók,3 Etudes Op.18,Preliminary,s2016
Yui Fushiki,Japanese,25,Preliminary,Bartók,Dance Suite,Preliminary,s2016
Ádám Balogh,Hungary,24,Semi Final Round,Bartók,Improvisations on Hungarian Peasant Songs Op.20,,s2021
Ádám Balogh,Hungary,24,Semi Final Round,Bartók,Suite for Piano Op.14,,s2021
Ádám Balogh,Hungary,24,Semi Final Round,Bartók,2 Romanian Dances Op.8a,,s2021
Alice Burla,Canada,25,Preliminary Round,Bartók,Dance Suite Sz.77,,s2021
Anna Geniushene,Russia,30,Preliminary Round,Bartók,Sonata Sz.80,,s2021
Philipp Lynov,Russia,22,Semi Final Round,Bartók,Sonata Sz.80,,s2021
Andrew Armstrong,United States,23,Preliminary Round,Beethoven,"Sonata in C minor Op.13 ""Pathetique""",Preliminary,10th
Victor Chestopal,Russia,21,Semifinal Recital,Beethoven,Sonata in A-flat Major Op.110,Semifinal,10th
Naida Cole,Canada,22,Final Round,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,10th
Michail Dantchenko,Ukraine,19,Final Round,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Semifinal,10th
Filippo Gamba,Italy,28,Preliminary Round,Beethoven,Six Bagatelles Op.126,Finalist,10th
Joel Hastings,Canada,27,Semifinal Recital,Beethoven,Sonata in C Major Op.2 No.3,Preliminary,10th
Stanislav Ioudenitch,Russia,25,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Semifinal,10th
Jan Gottlieb Jiracek,Germany,24,Semifinal Recital,Beethoven,Sonata in G Major Op.31 No.1,Finalist,10th
Jan Gottlieb Jiracek,Germany,24,Final Round,Beethoven,Piano Concerto No.3 in C Minor Op.37,Finalist,10th
Anton Mordasov,Russia,25,Semifinal Recital,Beethoven,Sonata in C Major Op.2 No.3,Preliminary,10th
Anton Mordasov,Russia,25,Final Round,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,10th
Susumu Aoyagi,Japan,27,Preliminary Round,Beethoven,Sonata in A Major Op.101,Preliminary,10th
Aviram Reichert,Israel,25,Preliminary,Beethoven,Sonata in E major Op.109,3rd,10th
Fernando Rossano,Italy,29,Preliminary,Beethoven,Sonata in E-flat major Op.31 No.3,Preliminary,10th
Yuan Sheng,China,25,Preliminary,Beethoven,Sonata in A-flat major Op.110,Preliminary,10th
Margarita Shevchenko,Russia,29,Semifinal Recital,Beethoven,Sonata in E-flat major Op.31 No.3,Preliminary,10th
Margarita Shevchenko,Russia,29,Final Concerti,Beethoven,Piano Concerto No.4 in G major Op.58,Preliminary,10th
Christopher Shih,United States,24,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,10th
Niklas Sivelöv,Sweden,29,Preliminary,Beethoven,Sonata in C minor Op.111,Preliminary,10th
Niklas Sivelöv,Sweden,29,Final Concerti,Beethoven,Piano Concerto No.4 in G major Op.58,Preliminary,10th
Albert Tiu,Philippines,28,Preliminary,Beethoven,Six Bagatelles Op.126,Preliminary,10th
Dimitri Vassilakis,Greece,29,Semifinal Recital,Beethoven,Sonata in A-flat major Op.110,Preliminary,10th
Lev Vinocour,Russia,26,Preliminary,Beethoven,Sonata in F major Op.54,Semifinal,10th
Lev Vinocour,Russia,26,Semifinal Recital,Beethoven,"Sonata in E-flat major op.81a ""Les Adieux""",Semifinal,10th
Dmitri Vorobieff,Russia,23,Preliminary,Beethoven,Sonata in A-flat major Op.110,Preliminary,10th
Dmitri Vorobieff,Russia,23,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,10th
Yi Wu,Argentina,29,Semifinal Recital,Beethoven,Sonata in A-flat major Op.110,Preliminary,10th
Peter Miyamoto,United States,27,Preliminary,Beethoven,"Sonata in E-flat major op.81a ""Les Adieux""",Preliminary,10th
Peter Miyamoto,United States,27,Semifinal Recital,Beethoven,Sonata in E major Op.109,Preliminary,10th
Peter Miyamoto,United States,27,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,10th
Jon Nakamatsu,United States,28,Semifinal Recital,Beethoven,Sonata in E major Op.109,1st,10th
Jon Nakamatsu,United States,28,Final Concerti,Beethoven,Piano Concerto No.2 in B-flat major Op.19,1st,10th
Dror Biran,Israel,24,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Dror Biran,Israel,24,Final Round,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,11th
Stefania Cafaro,Italy,29,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.7,Preliminary,11th
Yunjie Chen,China,20,Semifinal Recital,Beethoven,Sonata in E Major Op.109,Preliminary,11th
Yunjie Chen,China,20,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Ying Feng,China,24,Semifinal Round,Beethoven,Sonata in C Major Op.2 No.3,Preliminary,11th
Ying Feng,China,24,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Davide Franceschetti,Italy,24,Semifinal Recital,Beethoven,33 Variations on a Waltz by Diabelli Op.120,Semifinal,11th
Paavali Jumppanen,Finland,26,Preliminary Round,Beethoven,"Variations and Fugue in E-flat Major Op.35 (""Eroica"")",Preliminary,11th
Amir Katz,Israel,28,Preliminary Round,Beethoven,"Sonata in C major Op.53 ""Waldstein""",Preliminary,11th
Oleksiy Koltakov,Ukraine,22,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Finalist,11th
Albert Mamriev,Israel,26,Semifinal Recital,Beethoven,Sonata in A-flat Major Op.110,Preliminary,11th
Maxim Manioukov,Russia,22,Preliminary Round,Beethoven,Variations on a Theme by Süßmayr WoO 76,Preliminary,11th
Maxim Manioukov,Russia,22,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Anton Mordasov,Russia,29,Final Round,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Masaru Okada,Japan,26,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.7,Semifinal,11th
Jong Hwa Park,Korea,26,Semifinal Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Preliminary,11th
Jong-Gyung Park,Korea,25,Semifinal Recital,Beethoven,"Sonata in E-flat major op.81a ""Les Adieux""",Preliminary,11th
Edna Stern,Belgium,24,Semifinal Recital,Beethoven,Sonata in D Major Op.10 No.3,Preliminary,11th
Giuseppe Andaloro,Italy,23,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,11th
Sodi Braide,Nigeria/United Kingdom,29,Final Concert,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th
Davide Franceschetti,Italy,28,Preliminary Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Preliminary,11th
Alexei Grynyuk,Ukraine,27,Semifinal Recital,Beethoven,Sonata in G Major Op.14 No.2,Preliminary,11th
Alexei Grynyuk,Ukraine,27,Final Concert,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,11th
Marina Kolomiytseva,Russia,25,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.31 No.3,Preliminary,11th
Marina Kolomiytseva,Russia,25,Final Recital,Beethoven,Andante favori in F Major WoO 57,Preliminary,11th
Marina Kolomiytseva,Russia,25,Final Concert,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,11th
Alexey Koltakov,Australia,26,Preliminary Recital,Beethoven,Sonata in D Major Op.10 No.3,Preliminary,11th
Gabriela Martinez,Venezuela,21,Preliminary,Beethoven,Sonata in D major Op.10 No.3,Semifinal,12th
Maria Mazo,Russia/Germany,22,Preliminary,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Semifinal,12th
Maria Mazo,Russia/Germany,22,Semifinal,Beethoven,"Sonata in F minor Op.57 ""Appassionata""",Semifinal,12th
Maria Mazo,Russia/Germany,22,Final Concerti,Beethoven,Piano Concerto No.4 in G major Op.58,Semifinal,12th
Alexandre Moutouzkine,Russia,24,Semifinal,Beethoven,Sonata in E-flat major Op.27 No.1,Preliminary,12th
Alexandre Moutouzkine,Russia,24,Final Concerti,Beethoven,Piano Concerto No.1 in C major Op.15,Preliminary,12th
Esther Park,United States,20,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,12th
Roberto Plano,Italy,26,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Finalist,12th
Daria Rabotkina,Russia,24,Semifinal,Beethoven,Sonata in C minor Op.111,Preliminary,12th
Ilya Rashkovskiy,Russia,20,Preliminary,Beethoven,"Sonata in C major Op.53 ""Waldstein""",Preliminary,12th
Rui Shi,China,21,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat major Op.73,Preliminary,12th
Wang Xiaohan,China,24,Preliminary,Beethoven,Sonata in E minor Op.90,Semifinal,12th
Wang Xiaohan,China,24,Semifinal,Beethoven,Sonata in C minor Op.111,Semifinal,12th
Wang Xiaohan,China,24,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,12th
Di Wu,China,20,Preliminary Recital,Beethoven,"Sonata in F minor Op.57 ""Appassionata""",Preliminary,12th
Chenxin Xu,China,23,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,12th
Joyce Yang,South Korea,19,Semifinal Recital,Beethoven,Sonata in E-flat major Op.31 No.3,2nd,12th
Joyce Yang,South Korea,19,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,2nd,12th
Andrius Žlabys,Lithuania,28,Preliminary Recital,Beethoven,"Sonata in D minor op.31 no.2 ""Tempest""",Preliminary,12th
Andrius Žlabys,Lithuania,28,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,12th
Ang Li,Canada,20,Final Concert,Beethoven,Piano Concerto No.2 in B-flat major Op.19,Preliminary,12th
Ning An,United States,28,Final Recital,Beethoven,Rondo in G Major Op.51 No.2,Semifinal,12th
Ning An,United States,28,Final Concert,Beethoven,Piano Concerto No.1 in C Major Op.15,Semifinal,12th
Davide Cabassi,Italy,28,Semifinal Recital,Beethoven,Sonata in C-sharp minor Op.27 No.2,Finalist,12th
Davide Cabassi,Italy,28,Semifinal Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Finalist,12th
Davide Cabassi,Italy,28,Final Concert,Beethoven,Piano Concerto No.3 in C Minor Op.37,Finalist,12th
Sa Chen,China,25,Preliminary Recital,Beethoven,Sonata in A-flat Major Op.110,3rd,12th
Sa Chen,China,25,Final Concert,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,3rd,12th
Ying Feng,China,28,Final Concert,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,12th
Chu-Fang Huang,China,22,Final Concert,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Finalist,12th
Evgeni Bozhanov,Bulgaria,25,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.31 No.3,Finalist,13th
Yue Chu,China,25,Preliminary Recital,Beethoven,32 Variations in C Minor WoO 80,Preliminary,13th
Yue Chu,China,25,Final Recital,Beethoven,Sonata in E Major Op.109,Preliminary,13th
Yue Chu,China,25,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th
Ran Dank,Israel,27,Preliminary Recital,Beethoven,Sonata in E-flat Major Op.27 No.1,Semifinal,13th
Yoonjung Han,South Korea,24,Final Recital,Beethoven,Sonata in A Major Op.101,Preliminary,13th
Yoonjung Han,South Korea,24,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th
Kyu Yeon Kim,South Korea,23,Semifinal Recital,Beethoven,Sonata in A Major Op.101,Semifinal,13th
Kyu Yeon Kim,South Korea,23,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,13th
Eduard Kunz,Russia,28,Semifinal Recital,Beethoven,"Sonata in C major Op.53 ""Waldstein""",Semifinal,13th
Eduard Kunz,Russia,28,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Semifinal,13th
Soyeon Lee,South Korea,29,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th
Ang Li,Canada,24,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th
Michail Lifits,Germany,26,Final Recital,Beethoven,Sonata in C Minor Op.111,Semifinal,13th
Spencer Myer,United States,30,Preliminary Recital,Beethoven,Sonata in F-sharp Major Op.78,Preliminary,13th
Spencer Myer,United States,30,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th
Ilya Rashkovskiy,Russia,24,Preliminary Recital,Beethoven,Sonata in A-flat Major Op.110,Preliminary,13th
Ilya Rashkovskiy,Russia,24,Final Recital,Beethoven,Sonata in C Minor Op.111,Preliminary,13th
Mayumi Sakamoto,Japan,26,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th
Yeol Eum Son,South Korea,23,Final Recital,Beethoven,Sonata in C Minor Op.111,2nd,13th
Chetan Tierra,United States,25,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th
Nobuyuki Tsujii,Japan,20,Semifinal Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",1st,13th
Nobuyuki Tsujii,Japan,20,Final Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",1st,13th
Mariangela Vacatello,Italy,27,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Finalist,13th
Vassilis Varvaresos,Greece,26,Preliminary Recital,Beethoven,Sonata in C-sharp minor Op.27 No.2,Preliminary,13th
Vassilis Varvaresos,Greece,26,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th
Lukáš Vondráček,Czech Republic,22,Semifinal Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Preliminary,13th
Di Wu,China,24,Final Concerti,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Finalist,13th
Amy J. Yang,United States/China,25,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,13th
Feng Zhang,China,23,Final Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Preliminary,13th
Haochen Zhang,China,19,Preliminary Recital,Beethoven,Sonata in A-flat Major Op.110,1st,13th
Ning Zhou,China,21,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th
Zhang Zuo,China,20,Semifinal Recital,Beethoven,Sonata in F-sharp Major Op.78,Preliminary,13th
Zhang Zuo,China,20,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,13th
Stephen Beus,United States,27,Semifinal Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Preliminary,13th
Luca Buratto,Italy,20,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,14th
Sean Chen,United States,24,Preliminary Recital 2,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",2nd,14th
Sean Chen,United States,24,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,2nd,14th
Alexey Chernov,Russia,30,Preliminary Recital 2,Beethoven,Sonata No.32 in C Minor Op.111,Semifinal,14th
Alexey Chernov,Russia,30,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,14th
Alessandro Deljavan,Italy,26,Semifinal Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Semifinal,14th
Fei-Fei Dong,China,22,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Finalist,14th
François Dumont,France,27,Semifinal Recital,Beethoven,Sonatain C Minor Op.111,Preliminary,14th
François Dumont,France,27,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,14th
Yury Favorin,Russia,26,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,14th
Lindsay Garritson,United States,25,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,14th
Jayson Gillham,Australia-United Kingdom,26,Preliminary Recital 2,Beethoven,"Sonata in C major Op.53 ""Waldstein""",Semifinal,14th
Jayson Gillham,Australia-United Kingdom,26,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Semifinal,14th
Giuseppe Greco,Italy,23,Preliminary Recital 1,Beethoven,Sonata in E-flat Major Op.31 No.3,Preliminary,14th
Claire Huangci,United States,23,Preliminary Recital 1,Beethoven,Sonata in A Major Op.101,Semifinal,14th
Claire Huangci,United States,23,Semifinal Recital,Beethoven,"Sonata in E-flat major op.81a ""Les Adieux""",Semifinal,14th
Claire Huangci,United States,23,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Semifinal,14th
Vadym Kholodenko,Ukraine,26,Preliminary Recital 2,Beethoven,Sonata in E Major Op.109,1st,14th
Nikolay Khozyainov,Russia,20,Semifinal Recital,Beethoven,Sonata in A-flat Major Op.110,Semifinal,14th
Marcin Koziak,Poland,24,Preliminary Recital 2,Beethoven,"Sonata in C minor Op.13 ""Pathetique""",Preliminary,14th
Steven Lin,United States,24,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.31 No.3,Preliminary,14th
Steven Lin,United States,24,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,14th
Alex McDonald,United States,30,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,14th
Gustavo Miranda-Bernales,Chile,22,Final Concerti,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,14th
Nikita Mndoyants,Russia,24,Preliminary Recital 1,Beethoven,Sonata No.32 in C Minor Op.111,Finalist,14th
Oleksandr Polykov,Ukraine,25,Semifinal Recital,Beethoven,"Variations and Fugue in E-flat Major Op.35 (""Eroica"")",Preliminary,14th
Oleksandr Polykov,Ukraine,25,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,14th
Beatrice Rana,Italy,20,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,2nd,14th
Tomoki Sakata,Japan,19,Preliminary Recital 1,Beethoven,Sonata in F Major Op.54,Finalist,14th
Scipione Sangiovanni,Italy,25,Preliminary Recital 2,Beethoven,Sonata No.3 in C Major Op.2 No.3,Preliminary,14th
Scipione Sangiovanni,Italy,25,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,14th
Yekwon Sunwoo,South Korea,24,Preliminary Recital 1,Beethoven,Sonata in E-flat Major Op.27 No.1,Preliminary,14th
Yekwon Sunwoo,South Korea,24,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,14th
Alessandro Taverna,Italy,29,Preliminary Recital 1,Beethoven,"Variations and Fugue in E-flat Major Op.35 (""Eroica"")",Preliminary,14th
Alessandro Taverna,Italy,29,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,14th
Jie Yuan,China,27,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,14th
Eric Zuber,United States,28,Preliminary Recital 2,Beethoven,Sonata in C Minor Op.111,Preliminary,14th
Eric Zuber,United States,28,Final Concerti,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,14th
Martin James Bartlett,United Kingdom,20,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.31 No.3,Preliminary,15th
Sergey Belyavskiy,Russia,23,Quarterfinal Recital,Beethoven,"Variations and Fugue in E-flat Major Op.35 (""Eroica"")",Preliminary,15th
Alina Bercu,Romania,27,Semifinal Recital,Beethoven,Sonata in E Major Op.109,Preliminary,15th
Luigi Carroccia,Italy,25,Final Concerto,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,15th
Rachel Cheung,Hong Kong,25,Final Concerto,Beethoven,Piano Concerto No.4 in G Major Op.58,Finalist,15th
Madoka Fukami,Japan,28,Preliminary Recital,Beethoven,Rondo in G Major Op.51 No.2,Preliminary,15th
Daniel Hsu,United States,19,Preliminary Recital,Beethoven,Sonata No.31 in A-flat Major Op.110,3rd,15th
