"Competitor Name","Country","Age","Stage","Composer","Associated Piece"
"David Buechner","United States","29","Semifinals Recital","Mozart","Sonatensatz in G minor K.312, Adagio in B minor K.540, Eine kleine Gigue in G major K.574"
"David Buechner","United States","29","Semifinals Recital","Brahms","Variations on an Original Theme Op.21"
"David Buechner","United States","29","Semifinals Recital","Schuman","Chester: Variations for Piano"
"David Buechner","United States","29","Semifinals Recital","Stravinsky","Three Movements from Petroushka"
"David Buechner","United States","29","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"David Buechner","United States","29","Finals Concerti","Bartók","Piano Concerto No.2"
"Pedro Burmester","Portugal","25","Preliminary Phase 1","Bach","Partita No. 6 in E minor BWV 830"
"Pedro Burmester","Portugal","25","Preliminary Phase 1","Haydn","Sonata in C major Hob. XVI/50"
"Pedro Burmester","Portugal","25","Preliminary Phase 1","Chopin","Impromptu in F-sharp major Op. 36, Etude in G-sharp minor Op. 25 No. 6"
"Pedro Burmester","Portugal","25","Preliminary Phase 1","Scriabin","Etude in D-flat major Op. 8 No. 10"
"Pedro Burmester","Portugal","25","Preliminary Phase 2","Mozart","Sonata in C major K.545"
"Pedro Burmester","Portugal","25","Preliminary Phase 2","Schumann","Kreisleriana Op.16"
"Pedro Burmester","Portugal","25","Preliminary Phase 2","Copland","El Salón México"
"Pedro Burmester","Portugal","25","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Pedro Burmester","Portugal","25","Semifinals Recital","Beethoven","Sonata in E-flat major Op.7"
"Pedro Burmester","Portugal","25","Semifinals Recital","Wagner/Liszt","Isolde’s Liebestod"
"Pedro Burmester","Portugal","25","Semifinals Recital","Bach/Busoni","Toccata and Fugue in D minor BWV565"
"Pedro Burmester","Portugal","25","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Pedro Burmester","Portugal","25","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Pedro Burmester","Portugal","25","Finals Concerti","Brahms","Piano Concerto No.1 in D minor Op.15"
"Laurent Cabasso","France","27","Preliminary Phase 1","Bach","Italian Concerto BWV 971"
"Laurent Cabasso","France","27","Preliminary Phase 1","Haydn","Sonata in C major Hob. XVI/50"
"Laurent Cabasso","France","27","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat major Op. 61, Etude in A-flat major Op. 10 No. 10"
"Laurent Cabasso","France","27","Preliminary Phase 1","Debussy","Etude No.7 pour les degrés chromatiques"
"Laurent Cabasso","France","27","Preliminary Phase 2","Mozart","Sonata in C major K.330"
"Laurent Cabasso","France","27","Preliminary Phase 2","Schumann","Kreisleriana Op.16"
"Laurent Cabasso","France","27","Preliminary Phase 2","Prokofiev","Sonata No.7 in B-flat major Op.83"
"Laurent Cabasso","France","27","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Laurent Cabasso","France","27","Semifinals Recital","Debussy","Images, Book I"
"Laurent Cabasso","France","27","Semifinals Recital","Schubert","Sonata in A major D.959"
"Laurent Cabasso","France","27","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Laurent Cabasso","France","27","Finals Concerti","Beethoven","Piano Concerto No.4 in G major Op.58"
"Laurent Cabasso","France","27","Finals Concerti","Schumann","Piano Concerto in A minor Op.54"
"Angela Cheng","Canada","29","Preliminary Phase 1","Bach","Partita No. 2 in C minor BWV 826"
"Angela Cheng","Canada","29","Preliminary Phase 1","Beethoven","Sonata in F major Op. 10 No. 2"
"Angela Cheng","Canada","29","Preliminary Phase 1","Chopin","Ballade No. 1 in G minor Op. 23, Etude in F major Op. 10 No. 8"
"Angela Cheng","Canada","29","Preliminary Phase 1","Liszt","Transcendental Etude No. 8 Wilde Jagd"
"Angela Cheng","Canada","29","Preliminary Phase 2","Mozart","Sonata in D major K.576"
"Angela Cheng","Canada","29","Preliminary Phase 2","Beethoven","Sonata in A-flat major Op.110"
"Angela Cheng","Canada","29","Preliminary Phase 2","Prokofiev","Sonata No.2 in D minor Op.14"
"Angela Cheng","Canada","29","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Angela Cheng","Canada","29","Semifinals Recital","Chopin","Sonata in B minor Op.58"
"Angela Cheng","Canada","29","Semifinals Recital","Ravel","Gaspard de la Nuit"
"Angela Cheng","Canada","29","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Angela Cheng","Canada","29","Finals Concerti","Mozart","Piano Concerto No.19 in F major K.459"
"Angela Cheng","Canada","29","Finals Concerti","Brahms","Piano Concerto No.1 in D minor Op.15"
"Angela Cholakyan","United States","29","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Angela Cholakyan","United States","29","Preliminary Phase 1","Haydn","Sonata in C major Hob. XVI/48"
"Angela Cholakyan","United States","29","Preliminary Phase 1","Chopin","Ballade No. 3 in A-flat major Op. 47, Etude in C-sharp minor Op. 10 No. 4"
"Angela Cholakyan","United States","29","Preliminary Phase 1","Rachmaninoff","Etude in A minor Op. 39 No. 6"
"Angela Cholakyan","United States","29","Preliminary Phase 2","Mozart","Sonata in C major K.330"
"Angela Cholakyan","United States","29","Preliminary Phase 2","Liszt","Après une lecture du Dante: Fantasia quasi Sonata"
"Angela Cholakyan","United States","29","Preliminary Phase 2","Prokofiev","Sonata No.2 in D minor Op.14"
"Angela Cholakyan","United States","29","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Angela Cholakyan","United States","29","Semifinals Recital","Debussy","Suite Bergamasque"
"Angela Cholakyan","United States","29","Semifinals Recital","Chopin","Andante Spianato and Grande Polonaise Brillante in E-flat major Op.22"
"Angela Cholakyan","United States","29","Semifinals Recital","Prokofiev","Sonata No.2 in D minor Op.14"
"Angela Cholakyan","United States","29","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Angela Cholakyan","United States","29","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Angela Cholakyan","United States","29","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor Op.23"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 1","Bach","Toccata in G minor BWV 915"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 1","Beethoven","Sonata in B-flat major Op. 22"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 1","Chopin","Ballade No. 4 in F minor Op. 52, Etude in A minor Op. 25 No. 11"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 1","Schumann","Toccata in C major Op.7"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 2","Mozart","Sonata in D major K.576"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 2","Brahms","Variations on a Theme by Schumann Op.9"
"José Carlos Cocarelli","Brazil","30","Preliminary Phase 2","Barber","Sonata"
"José Carlos Cocarelli","Brazil","30","Semifinals Chamber","Dvořák","Piano Quintet in A major Op.81"
"José Carlos Cocarelli","Brazil","30","Semifinals Recital","Schuman","Chester: Variations for Piano"
"José Carlos Cocarelli","Brazil","30","Semifinals Recital","Schumann","Variations on the Name Abegg Op.1"
"José Carlos Cocarelli","Brazil","30","Semifinals Recital","Chopin","Sonata in F minor Op.5"
"José Carlos Cocarelli","Brazil","30","Finals Concerti","Chopin","Piano Concerto No.2 in F minor Op.21"
"José Carlos Cocarelli","Brazil","30","Finals Concerti","Brahms","Piano Concerto No.1 in D minor Op.15"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 1","Haydn","Sonata in F major Hob. XVI/23"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 1","Chopin","Ballade No. 4 in F minor Op. 52, Etude in A-flat major Op. 10 No. 10"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 1","Liszt","Transcendental Etude No.12 Chasse-neige"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 2","Mozart","Sonata in D major K.311"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 2","Beethoven","Sonata in C major Op.53"
"Lora Dimitrova","Bulgaria","26","Preliminary Phase 2","Ravel","FromLe Tombeau de Couperin: Menuet, Toccata"
"Lora Dimitrova","Bulgaria","26","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Lora Dimitrova","Bulgaria","26","Semifinals Recital","Schumann","Symphonic Etudes Op.13"
"Lora Dimitrova","Bulgaria","26","Semifinals Recital","Ravel","FromMiroirs: Oiseaux tristes"
"Lora Dimitrova","Bulgaria","26","Semifinals Recital","Purcell","New Ground"
"Lora Dimitrova","Bulgaria","26","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Lora Dimitrova","Bulgaria","26","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Lora Dimitrova","Bulgaria","26","Finals Concerti","Rachmaninoff","Piano Concerto No.2 in C minor Op.18"
"Thomas Duis","West Germany","30","Preliminary Phase 1","Bach","Partita No. 5 in G major BWV 807"
"Thomas Duis","West Germany","30","Preliminary Phase 1","Beethoven","Sonata in B-flat major Op.22"
"Thomas Duis","West Germany","30","Preliminary Phase 1","Chopin","Ballade No.1 in G minor Op.23, Etude in C major Op.10 No.1"
"Thomas Duis","West Germany","30","Preliminary Phase 1","Liszt","Transcendental Etude No.8 Wilde Jagd"
"Thomas Duis","West Germany","30","Preliminary Phase 2","Mozart","Sonata in D major K.576"
"Thomas Duis","West Germany","30","Preliminary Phase 2","Liszt","Mephisto Waltz"
"Thomas Duis","West Germany","30","Preliminary Phase 2","Prokofiev","Sarcasms Op.17"
"Thomas Duis","West Germany","30","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Thomas Duis","West Germany","30","Semifinals Recital","Beethoven","Sonata in F minor Op.57"
"Thomas Duis","West Germany","30","Semifinals Recital","Schumann","Pictures at an Exhibition"
"Thomas Duis","West Germany","30","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Thomas Duis","West Germany","30","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Thomas Duis","West Germany","30","Finals Concerti","Brahms","Piano Concerto No.1 in D minor Op.15"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 1","Bach","Partita No. 5 in G major BWV 807"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 1","Beethoven","Sonata in E-flat major Op.31 No.3"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 1","Chopin","Scherzo No.1 in B minor Op.20, Etude in A-flat major Op.10 No.10"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 1","Liszt","Transcendental Etude No.10"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 2","Mozart","Sonata in A minor K.310"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 2","Beethoven","Sonata in A-flat major Op.110"
"Konstanze Eickhorst","West Germany","27","Preliminary Phase 2","Bartók","Improvisations on Hungarian Peasant Songs"
"Konstanze Eickhorst","West Germany","27","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Konstanze Eickhorst","West Germany","27","Semifinals Recital","Haydn","Sonata in B minor Hob. XVI/32"
"Konstanze Eickhorst","West Germany","27","Semifinals Recital","Mendelssohn","Variations Sérieuses Op.54"
"Konstanze Eickhorst","West Germany","27","Semifinals Recital","Prokofiev","Sonata No.6 in A major Op.82"
"Konstanze Eickhorst","West Germany","27","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Konstanze Eickhorst","West Germany","27","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Konstanze Eickhorst","West Germany","27","Finals Concerti","Schumann","Piano Concerto in A minor Op.54"
"Seung-Un Ha","United States","23","Preliminary Phase 1","Bach","Toccata in C minor BWV 911"
"Seung-Un Ha","United States","23","Preliminary Phase 1","Beethoven","Sonata in C minor Op.13"
"Seung-Un Ha","United States","23","Preliminary Phase 1","Chopin","Ballade No.1 in G minor Op.23, Etude in G-flat major Op.10 No.5"
"Seung-Un Ha","United States","23","Preliminary Phase 1","Rachmaninoff","Etude-Tableau in C minor Op.39 No.1"
"Seung-Un Ha","United States","23","Preliminary Phase 2","Mozart","Sonata in G major K.283"
"Seung-Un Ha","United States","23","Preliminary Phase 2","Chopin","Sonata in B-flat minor Op.35"
"Seung-Un Ha","United States","23","Preliminary Phase 2","Ravel","Jeux d'Eau"
"Seung-Un Ha","United States","23","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Seung-Un Ha","United States","23","Semifinals Recital","Bach","English Suite No.5 in E minor BWV810"
"Seung-Un Ha","United States","23","Semifinals Recital","Mozart","Sonata in G major K.283"
"Seung-Un Ha","United States","23","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Seung-Un Ha","United States","23","Semifinals Recital","Schumann","Fantasie in C major Op.17"
"Seung-Un Ha","United States","23","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Seung-Un Ha","United States","23","Finals Concerti","Rachmaninoff","Piano Concerto No.3 in D minor Op.30"
"Eduardus Halim","Indonesia","27","Preliminary Phase 1","Bach","Partita in D major BWV 828"
"Eduardus Halim","Indonesia","27","Preliminary Phase 1","Haydn","Sonata in A-flat major Hob. XVI/46"
"Eduardus Halim","Indonesia","27","Preliminary Phase 1","Chopin","Polonaise in F-sharp minor Op.44, Etude in G-sharp minor Op.25 No.6"
"Eduardus Halim","Indonesia","27","Preliminary Phase 1","Liszt","Concert EtudeLa Leggierezza"
"Eduardus Halim","Indonesia","27","Preliminary Phase 2","Mozart","Sonata in C major K.330"
"Eduardus Halim","Indonesia","27","Preliminary Phase 2","Chopin","Sonata in B minor Op.58"
"Eduardus Halim","Indonesia","27","Preliminary Phase 2","Stravinsky","Three Movements fromPetrouchka"
"Eduardus Halim","Indonesia","27","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Eduardus Halim","Indonesia","27","Semifinals Recital","Bach/Busoni","Organ Toccata in C major"
"Eduardus Halim","Indonesia","27","Semifinals Recital","Schubert","Impromptu No.3 in G-flat major D.899"
"Eduardus Halim","Indonesia","27","Semifinals Recital","Schumann","Humoreske Op.20"
"Eduardus Halim","Indonesia","27","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Eduardus Halim","Indonesia","27","Semifinals Recital","Liszt","Hungarian Rhapsody No.12"
"Eduardus Halim","Indonesia","27","Finals Concerti","Mozart","Piano Concerto No.21 in C major K.467"
"Eduardus Halim","Indonesia","27","Finals Concerti","Rachmaninoff","Piano Concerto No.3 in D minor Op.30"
"Ivo Janssen","Holland","25","Preliminary Phase 1","Bach","English Suite No. 2 in A minor BWV 807"
"Ivo Janssen","Holland","25","Preliminary Phase 1","Beethoven","Sonata in D major Op.28"
"Ivo Janssen","Holland","25","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52, Etude in B minor Op.25 No.10"
"Ivo Janssen","Holland","25","Preliminary Phase 1","Prokofiev","Toccata in D minor Op.11"
"Ivo Janssen","Holland","25","Preliminary Phase 2","Mozart","Sonata in F major K.533/494"
"Ivo Janssen","Holland","25","Preliminary Phase 2","Chopin","Preludes Op.28"
"Ivo Janssen","Holland","25","Preliminary Phase 2","Prokofiev","Sonata No.2 in D minor Op.14"
"Ivo Janssen","Holland","25","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.32"
"Ivo Janssen","Holland","25","Semifinals Recital","Chopin","Preludes Op.28"
"Ivo Janssen","Holland","25","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Ivo Janssen","Holland","25","Semifinals Recital","Stravinsky","Three Movements fromPetrouchka"
"Ivo Janssen","Holland","25","Finals Concerti","Mozart","Piano Concerto No.19 in F major K.459"
"Ivo Janssen","Holland","25","Finals Concerti","Prokofiev","Piano Concerto No.3 in C major Op.26"
"Jürgen Jakob","West Germany","27","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Jürgen Jakob","West Germany","27","Preliminary Phase 1","Beethoven","Sonata in E-flat major Op.27 No.1"
"Jürgen Jakob","West Germany","27","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52, Etude in C-sharp minor Op.10 No.4"
"Jürgen Jakob","West Germany","27","Preliminary Phase 1","Rachmaninoff","Etude-Tableau in E-flat minor Op.39 No.5"
"Jürgen Jakob","West Germany","27","Preliminary Phase 2","Mozart","Sonata in F major K.533"
"Jürgen Jakob","West Germany","27","Preliminary Phase 2","Rachmaninoff","Sonata No.2 in B-flat minor Op.36"
"Jürgen Jakob","West Germany","27","Preliminary Phase 2","Ravel","Miroirs"
"Jürgen Jakob","West Germany","27","Semifinals Chamber","Dvořák","Piano Quintet in A major Op.81"
"Jürgen Jakob","West Germany","27","Semifinals Recital","Beethoven","Sonata in B-flat major Op.106"
"Jürgen Jakob","West Germany","27","Semifinals Recital","Chopin","Barcarolle in F-sharp major Op.60"
"Jürgen Jakob","West Germany","27","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Jürgen Jakob","West Germany","27","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Jürgen Jakob","West Germany","27","Finals Concerti","Rachmaninoff","Piano Concerto No.3 in D minor Op.30"
"Kevin Kenner","United States","26","Preliminary Phase 1","Bach","Partita No. 2 in C minor BWV 826"
"Kevin Kenner","United States","26","Preliminary Phase 1","Haydn","Sonata in C major Hob. XVI/48"
"Kevin Kenner","United States","26","Preliminary Phase 1","Chopin","Ballade No. 4 in F minor Op. 52, Etude in A minor Op.10 No.2"
"Kevin Kenner","United States","26","Preliminary Phase 1","Scriabin","Etude in D-sharp minor Op.8 No.12"
"Kevin Kenner","United States","26","Preliminary Phase 2","Mozart","Sonata in F major K.332"
"Kevin Kenner","United States","26","Preliminary Phase 2","Rachmaninoff","Sonata No.2 in B-flat minor Op.36"
"Kevin Kenner","United States","26","Preliminary Phase 2","Berg","Sonata Op.1"
"Kevin Kenner","United States","26","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Kevin Kenner","United States","26","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Kevin Kenner","United States","26","Semifinals Recital","Chopin","Sonata in B-flat minor Op.35"
"Kevin Kenner","United States","26","Semifinals Recital","Corigliano","Etude Fantasy (1976): No.1 For the Left Hand Alone, No.2 Legato, No.3 Fifths to Thirds, No.4 Ornaments, No.5 Melody"
"Kevin Kenner","United States","26","Semifinals Recital","Ravel","La Valse"
"Kevin Kenner","United States","26","Finals Concerti","Chopin","Piano Concerto No.2 in F minor Op.21"
"Kevin Kenner","United States","26","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor Op.23"
"Hae-Jung Kim","United States","24","Preliminary Phase 1","Bach","Toccata in E minor BWV 914"
"Hae-Jung Kim","United States","24","Preliminary Phase 1","Haydn","Sonata in E-flat major Hob. XVI/49"
"Hae-Jung Kim","United States","24","Preliminary Phase 1","Chopin","Ballade No.1 in G minor Op.23, Etude in A minor Op.25 No.11"
"Hae-Jung Kim","United States","24","Preliminary Phase 1","Scriabin","Etude in D-flat major Op.8 No.10"
"Hae-Jung Kim","United States","24","Preliminary Phase 2","Mozart","Sonata in B-flat major K.570"
"Hae-Jung Kim","United States","24","Preliminary Phase 2","Rachmaninoff","Variations on a Theme of Corelli Op.42"
"Hae-Jung Kim","United States","24","Preliminary Phase 2","Ginastera","Sonata No.1"
"Hae-Jung Kim","United States","24","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Hae-Jung Kim","United States","24","Semifinals Recital","Scarlatti","Sonata in C major L.104"
"Hae-Jung Kim","United States","24","Semifinals Recital","Mendelssohn","Variations Sérieuses Op.54"
"Hae-Jung Kim","United States","24","Semifinals Recital","Scriabin","Sonata-Fantasy No.2 Op.19"
"Hae-Jung Kim","United States","24","Semifinals Recital","Albéniz","FromIberia, Book II: Rondena"
"Hae-Jung Kim","United States","24","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Hae-Jung Kim","United States","24","Finals Concerti","Mozart","Piano Concerto No.21 in C major K.467"
"Hae-Jung Kim","United States","24","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor Op.23"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 1","Bach","Toccata No. 5 in D major BWV 912"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 1","Haydn","Sonata in E-flat major Hob. XVI/52"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 1","Chopin","Ballade No.1 in G minor Op.23, Etude in B minor Op.25 No.10"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 1","Schumann","Toccata in C major Op.7"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 2","Mozart","Sonata in B-flat major K.333"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 2","Schumann","Carnaval Op.9"
"Rita Kinka","Yugoslavia","27","Preliminary Phase 2","Prokofiev","Sonata No.3 in A minor Op.28"
"Rita Kinka","Yugoslavia","27","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Rita Kinka","Yugoslavia","27","Semifinals Recital","Bach/Busoni","Chaconne in D minor"
"Rita Kinka","Yugoslavia","27","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Rita Kinka","Yugoslavia","27","Semifinals Recital","Liszt","Sonata in B minor"
"Rita Kinka","Yugoslavia","27","Semifinals Recital","Bartók","Suite Op.14"
"Rita Kinka","Yugoslavia","27","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Rita Kinka","Yugoslavia","27","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor Op.23"
"Leonid Kuzmin","United States","25","Preliminary Phase 1","Bach","Italian Concerto BWV 971"
"Leonid Kuzmin","United States","25","Preliminary Phase 1","Beethoven","Sonata in C major Op.2 No.3"
"Leonid Kuzmin","United States","25","Preliminary Phase 1","Chopin","Barcarolle in F-sharp major Op.60, Etude in G-flat major Op.10 No.5"
"Leonid Kuzmin","United States","25","Preliminary Phase 1","Liszt","Grande Etude de Paganini No.6 in A minor"
"Leonid Kuzmin","United States","25","Preliminary Phase 2","Mozart","Sonata in A major K.331"
"Leonid Kuzmin","United States","25","Preliminary Phase 2","Schubert","Fantasy in C major Op.15"
"Leonid Kuzmin","United States","25","Preliminary Phase 2","Scriabin","Sonata No.4 in F-sharp major Op.30"
"Leonid Kuzmin","United States","25","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Leonid Kuzmin","United States","25","Semifinals Recital","Scarlatti","Sonata in D minor L.366, Sonata in G major L.286"
"Leonid Kuzmin","United States","25","Semifinals Recital","Liszt","Transcendental Etude No.5 Feux Follets, Grande Etude de Paganini No.2 in E-flat major, Concert Etude Gnomenreigen, Hungarian Rhapsody No.6"
"Leonid Kuzmin","United States","25","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Leonid Kuzmin","United States","25","Semifinals Recital","Rachmaninoff","Sonata No.2 in B-flat minor Op.36"
"Leonid Kuzmin","United States","25","Finals Concerti","Mozart","Piano Concerto No.21 in C major K.467"
"Leonid Kuzmin","United States","25","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor Op.23"
"Li Jian","People's Republic of China","24","Preliminary Phase 1","Bach","Partita No. 5 in G major BWV 829"
"Li Jian","People's Republic of China","24","Preliminary Phase 1","Beethoven","Sonata in C minor Op.13"
"Li Jian","People's Republic of China","24","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52, Etude in C major Op.10 No.1"
"Li Jian","People's Republic of China","24","Preliminary Phase 1","Liszt","Transcendental Etude No.7Eroica"
"Li Jian","People's Republic of China","24","Preliminary Phase 2","Mozart","Sonata in D major K.311"
"Li Jian","People's Republic of China","24","Preliminary Phase 2","Schumann","Fantasie in C major Op.17"
"Li Jian","People's Republic of China","24","Preliminary Phase 2","Hindemith","Sonata No.3"
"Li Jian","People's Republic of China","24","Semifinals Chamber","Brahms","Piano Quintet in F minor Op.34"
"Li Jian","People's Republic of China","24","Semifinals Recital","Chopin","Ballade No.4 in F minor Op.52"
"Li Jian","People's Republic of China","24","Semifinals Recital","Ravel","Jeux d’Eau"
"Li Jian","People's Republic of China","24","Semifinals Recital","Prokofiev","Sonata No.3 in A minor Op.28"
"Li Jian","People's Republic of China","24","Semifinals Recital","Mussorgsky","Pictures at an Exhibition"
"Li Jian","People's Republic of China","24","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Li Jian","People's Republic of China","24","Finals Concerti","Mozart","Piano Concerto No.24 in C minor K.491"
"Li Jian","People's Republic of China","24","Finals Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat major Op.23"
"Lin Hai","People's Republic of China","20","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Lin Hai","People's Republic of China","20","Preliminary Phase 1","Beethoven","Sonata in E-flat major Op.27 No.1"
"Lin Hai","People's Republic of China","20","Preliminary Phase 1","Chopin","Scherzo No.1 in B minor Op.20, Etude in C-sharp minor Op.10 No.4"
"Lin Hai","People's Republic of China","20","Preliminary Phase 1","Stravinsky","Etude No.4 in F-sharp major"
"Lin Hai","People's Republic of China","20","Preliminary Phase 2","Mozart","Sonata in G major K.283"
"Lin Hai","People's Republic of China","20","Preliminary Phase 2","Beethoven","Sonata in C major Op.53"
"Lin Hai","People's Republic of China","20","Preliminary Phase 2","Debussy","Images, Book II"
"Lin Hai","People's Republic of China","20","Semifinals Chamber","Dvořák","Piano Quintet in A major Op.81"
"Lin Hai","People's Republic of China","20","Semifinals Recital","Bach","Prelude and Fugue in E-flat minor (fromWell-Tempered Clavier Book I)"
"Lin Hai","People's Republic of China","20","Semifinals Recital","Mussorgsky","Pictures at an Exhibition"
"Lin Hai","People's Republic of China","20","Semifinals Recital","Ravel","Jeux d’Eau"
"Lin Hai","People's Republic of China","20","Semifinals Recital","Quan Ji Hao","Combination of Long and Short"
"Lin Hai","People's Republic of China","20","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Lin Hai","People's Republic of China","20","Finals Concerti","Beethoven","Piano Concerto No.2 in B-flat major Op.19"
"Lin Hai","People's Republic of China","20","Finals Concerti","Rachmaninoff","Piano Concerto No.2 in C minor Op.18"
"Benedetto Lupo","Italy","25","Preliminary Phase 1","Bach","Toccata in E minor BWV 914"
"Benedetto Lupo","Italy","25","Preliminary Phase 1","Beethoven","Sonata in D major Op.10 No.3"
"Benedetto Lupo","Italy","25","Preliminary Phase 1","Chopin","Ballade No.4 in F minor Op.52, Etude in F major Op.10 No.8"
"Benedetto Lupo","Italy","25","Preliminary Phase 1","Liszt","Transcendental Etude No.8Wilde Jagd"
"Benedetto Lupo","Italy","25","Preliminary Phase 2","Mozart","Sonata in E-flat major K.282"
"Benedetto Lupo","Italy","25","Preliminary Phase 2","Chopin","Scherzo No.2 in B-flat minor Op.31"
"Benedetto Lupo","Italy","25","Preliminary Phase 2","Prokofiev","From Romeo and Juliet Suite Op.75: Father Lorenzo, Masks, Montagues and Capulets, Mercutio, Romeo Bids Juliet Farewell"
"Benedetto Lupo","Italy","25","Semifinals Chamber","Schumann","Piano Quintet in E-flat major Op.44"
"Benedetto Lupo","Italy","25","Semifinals Recital","Schuman","Chester: Variations for Piano"
"Benedetto Lupo","Italy","25","Semifinals Recital","Scriabin","Sonata-Fantasy No.2 Op.19"
"Benedetto Lupo","Italy","25","Semifinals Recital","Rachmaninoff","Sonata No.2 in B-flat minor Op.36"
"Benedetto Lupo","Italy","25","Finals Concerti","Chopin","Piano Concerto No.2 in F minor Op.21"
"Benedetto Lupo","Italy","25","Finals Concerti","Rachmaninoff","Piano Concerto No.2 in C minor Op.18"
"Wolfgang Manz","West Germany","28","Preliminary Phase 1","Bach","English Suite No. 6 in D minor BWV 811"
"Wolfgang Manz","West Germany","28","Preliminary Phase 1","Beethoven","Sonata in C major Op.2 No.3"
